File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Donor(s)	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	File analysis title	File analysis status	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR
ENCFF131ALE	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR764CZW	TF ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens										ZNF217-human	DNA						2017-06-07	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF356LFX/, /files/ENCFF232AKP/, /files/ENCFF377KFK/, /files/ENCFF233IZM/, /files/ENCFF793MYQ/	331830	ENCODE Processing Pipeline	3232e38574dab10eb8d6eae39b22da03		https://www.encodeproject.org/files/ENCFF131ALE/@@download/ENCFF131ALE.bed.gz				released	s3://encode-public/2020/12/03/3143eeea-ad68-4a08-a454-ecf11366e08c/ENCFF131ALE.bed.gz	ENCODE4 v1.6.1 GRCh38	released	antibody characterized with exemption, mild to moderate bottlenecking		
ENCFF137TCL	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR692RET	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	insertion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/3164/'], '@type': ['Target', 'Item'], 'name': 'NR4A1-human', 'label': 'NR4A1', '@id': '/targets/NR4A1-human/', 'title': 'NR4A1 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '67f4c463-a2ed-4e94-a4fc-47f66eb85097', 'status': 'released'}				NR4A1-human	DNA						2020-08-03	ENCODE		sonication (Bioruptor Pico)	250-450	1, 2	1_1, 2_1							/files/ENCFF174OKT/, /files/ENCFF069ERV/, /files/ENCFF356LFX/, /files/ENCFF815JNE/	92881	ENCODE Processing Pipeline	c5822408d9fc55e16375b1424dd1e7d5		https://www.encodeproject.org/files/ENCFF137TCL/@@download/ENCFF137TCL.bed.gz				released	s3://encode-public/2020/07/03/5d4488c0-7739-43a3-bfc3-15eef2976f66/ENCFF137TCL.bed.gz	ENCODE4 v1.4.0 GRCh38	released	mild to moderate bottlenecking		
ENCFF588WBI	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR794LVK	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/406/'], '@type': ['Target', 'Item'], 'name': 'ARNTL-human', 'label': 'ARNTL', '@id': '/targets/ARNTL-human/', 'title': 'ARNTL (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': 'ef863c48-9680-4c8f-9d5f-01a66acd5d94', 'status': 'released'}				ARNTL-human	DNA				formaldehyde		2020-07-08	ENCODE		sonication (generic)		1, 2	1_1, 2_1							/files/ENCFF657TFD/, /files/ENCFF356LFX/, /files/ENCFF855UPJ/, /files/ENCFF383PKD/	358704	ENCODE Processing Pipeline	48aed658ee967fa3639f49ca1ed0a49d		https://www.encodeproject.org/files/ENCFF588WBI/@@download/ENCFF588WBI.bed.gz				released	s3://encode-public/2020/07/01/0886466b-cde8-422b-809f-5ccb3d24f7d9/ENCFF588WBI.bed.gz	ENCODE4 v1.4.0 GRCh38	released	missing genetic modification reagents, mild to moderate bottlenecking		
ENCFF531CLQ	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR778UBR	TF ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens										ARID3A-human	DNA						2017-01-31	ENCODE			450-650	5, 6	5_1, 6_1							/files/ENCFF157WOW/, /files/ENCFF232AKP/, /files/ENCFF356LFX/, /files/ENCFF676OTD/, /files/ENCFF377KFK/	318227	ENCODE Processing Pipeline	c9585d49fdab51337c7cabff49d85207		https://www.encodeproject.org/files/ENCFF531CLQ/@@download/ENCFF531CLQ.bed.gz				released	s3://encode-public/2020/12/02/edd4b134-63b5-42d9-a29d-b57cac1657a6/ENCFF531CLQ.bed.gz	ENCODE4 v1.6.1 GRCh38	released	moderate library complexity, low read depth, mild to moderate bottlenecking		
ENCFF807WYN	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR455DOO	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	{'schema_version': '14', 'aliases': ['michael-snyder:TS-674'], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/283248/'], '@type': ['Target', 'Item'], 'name': 'RCOR2-human', 'label': 'RCOR2', '@id': '/targets/RCOR2-human/', 'title': 'RCOR2 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '19586d0b-e9d2-4471-8800-a6568d62a213', 'status': 'released'}				RCOR2-human	DNA						2016-11-08	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF178GPB/, /files/ENCFF723HPB/, /files/ENCFF356LFX/, /files/ENCFF572JWH/	369789	ENCODE Processing Pipeline	8fad84b9a925989dce2fa2f9e02ce11c		https://www.encodeproject.org/files/ENCFF807WYN/@@download/ENCFF807WYN.bed.gz				released	s3://encode-public/2020/12/01/65cb42f3-dfed-4a14-adff-8eb250fda821/ENCFF807WYN.bed.gz	ENCODE4 v1.6.1 GRCh38	released	missing genetic modification reagents, missing biosample characterization		
ENCFF049BWK	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR717ZZW	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	{'dbxrefs': ['FactorBook:E2F1'], 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/1869/'], '@type': ['Target', 'Item'], 'label': 'E2F1', 'title': 'E2F1 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': 'b39e16c2-b1d7-4690-b92c-e7006e5a8332', 'schema_version': '14', 'name': 'E2F1-human', '@id': '/targets/E2F1-human/', 'status': 'released'}				E2F1-human	DNA				formaldehyde		2020-07-14	ENCODE		sonication (generic)		1, 2	1_1, 2_1							/files/ENCFF356LFX/, /files/ENCFF663TSG/, /files/ENCFF611SZS/, /files/ENCFF657NDS/	217591	ENCODE Processing Pipeline	799e25e72f5a434dd6455b447dd82b1d		https://www.encodeproject.org/files/ENCFF049BWK/@@download/ENCFF049BWK.bed.gz				released	s3://encode-public/2020/07/09/ba14338e-a55b-46a0-84aa-e47eed4541f8/ENCFF049BWK.bed.gz	ENCODE4 v1.5.0 GRCh38	released	missing genetic modification reagents		
ENCFF678IWM	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR946PKH	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	{'schema_version': '14', 'aliases': ['michael-snyder:TS-636'], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/339500/'], '@type': ['Target', 'Item'], 'name': 'ZNF678-human', 'label': 'ZNF678', '@id': '/targets/ZNF678-human/', 'title': 'ZNF678 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '853d2bdb-33f7-4f2e-87d3-83ad1360b15f', 'status': 'released'}				ZNF678-human	DNA				formaldehyde		2020-07-08	ENCODE		sonication (generic)		1, 2	1_1, 2_1							/files/ENCFF356LFX/, /files/ENCFF855UPJ/, /files/ENCFF730XPJ/, /files/ENCFF280UZR/	146787	ENCODE Processing Pipeline	b4fb060dde1a90427fe1b9ff62a867b7		https://www.encodeproject.org/files/ENCFF678IWM/@@download/ENCFF678IWM.bed.gz				released	s3://encode-public/2020/07/01/14888307-bc6b-4bac-8538-bd4e8138a303/ENCFF678IWM.bed.gz	ENCODE4 v1.4.0 GRCh38	released	missing genetic modification reagents, mild to moderate bottlenecking		
ENCFF992KZC	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR604UJV	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	{'dbxrefs': ['FactorBook:IRF2'], 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/3660/'], '@type': ['Target', 'Item'], 'label': 'IRF2', 'title': 'IRF2 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': 'be242da0-368d-4dad-8cd9-76cd764553c8', 'schema_version': '14', 'name': 'IRF2-human', '@id': '/targets/IRF2-human/', 'status': 'released'}				IRF2-human	DNA						2018-02-10	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF723HPB/, /files/ENCFF356LFX/, /files/ENCFF823NRQ/, /files/ENCFF255BLE/	514683	ENCODE Processing Pipeline	56b02c04692f37477fdac40170c75dc3		https://www.encodeproject.org/files/ENCFF992KZC/@@download/ENCFF992KZC.bed.gz				released	s3://encode-public/2020/12/03/5bbedd55-d8b7-4309-af6a-8c57302a0f8d/ENCFF992KZC.bed.gz	ENCODE4 v1.6.1 GRCh38	released	missing genetic modification reagents, missing compliant biosample characterization		
ENCFF445FCL	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR621PAN	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/25988/'], '@type': ['Target', 'Item'], 'name': 'HINFP-human', 'label': 'HINFP', '@id': '/targets/HINFP-human/', 'title': 'HINFP (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '84406cfe-b625-4b7c-896e-7e9154ffc636', 'status': 'released'}				HINFP-human	DNA				formaldehyde		2020-07-08	ENCODE		sonication (generic)		1, 2	1_1, 2_1							/files/ENCFF356LFX/, /files/ENCFF403LHV/, /files/ENCFF895XOF/, /files/ENCFF855UPJ/	249224	ENCODE Processing Pipeline	c3b28b5488f14d064183f2ee11ceb979		https://www.encodeproject.org/files/ENCFF445FCL/@@download/ENCFF445FCL.bed.gz				released	s3://encode-public/2020/07/06/072d5ef7-7c83-4732-bf6f-b9559f90769c/ENCFF445FCL.bed.gz	ENCODE4 v1.4.0 GRCh38	released	missing genetic modification reagents, low read depth, mild to moderate bottlenecking		
ENCFF655OAS	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR665KYH	TF ChIP-seq	/human-donors/ENCDO000ABF/	EFO:0001182	HEK293	cell line	Homo sapiens				site-specific recombination	insertion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/25925/'], '@type': ['Target', 'Item'], 'name': 'ZNF521-human', 'label': 'ZNF521', '@id': '/targets/ZNF521-human/', 'title': 'ZNF521 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': 'f6da6484-3ffe-44ea-9a5e-afe0f978a95b', 'status': 'released'}				ZNF521-human	DNA				formaldehyde		2017-04-06	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF852BFO/, /files/ENCFF713QSG/, /files/ENCFF815IGW/, /files/ENCFF356LFX/, /files/ENCFF036EBY/, /files/ENCFF031UZD/, /files/ENCFF717PUT/, /files/ENCFF350INM/, /files/ENCFF300ATN/	15896	ENCODE Processing Pipeline	4ce01db013e1b0c0767352210cee4433		https://www.encodeproject.org/files/ENCFF655OAS/@@download/ENCFF655OAS.bed.gz				released	s3://encode-public/2020/08/04/1ad47e4c-b188-4610-bad7-a4fc154b3027/ENCFF655OAS.bed.gz	ENCODE4 v1.5.1 GRCh38	released	missing genetic modification characterization, missing biosample characterization, mild to moderate bottlenecking		
ENCFF265MQC	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR712KVZ	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	insertion	{'schema_version': '14', 'aliases': ['michael-snyder:TS-1332'], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/25799/'], '@type': ['Target', 'Item'], 'name': 'ZNF324-human', 'label': 'ZNF324', '@id': '/targets/ZNF324-human/', 'title': 'ZNF324 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': 'ba507c2a-6ed7-4908-b19f-2cea634da0bf', 'status': 'released'}				ZNF324-human	DNA						2020-08-03	ENCODE		sonication (Bioruptor Pico)	250-450	1, 2	1_1, 2_1							/files/ENCFF035SKE/, /files/ENCFF174OKT/, /files/ENCFF077ZYC/, /files/ENCFF356LFX/	106680	ENCODE Processing Pipeline	d74524c849a2bb906bcada18278c37f4		https://www.encodeproject.org/files/ENCFF265MQC/@@download/ENCFF265MQC.bed.gz				released	s3://encode-public/2020/07/03/c420b2b2-3b73-4d2e-bc1e-4b120379a611/ENCFF265MQC.bed.gz	ENCODE4 v1.4.0 GRCh38	released	mild to moderate bottlenecking		
ENCFF489IWB	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR702BYX	TF ChIP-seq	/human-donors/ENCDO000AAE/	EFO:0001203	MCF-7	cell line	Homo sapiens										NFIB-human	DNA						2017-05-17	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF356LFX/, /files/ENCFF596PSA/, /files/ENCFF220TQP/, /files/ENCFF919XRR/, /files/ENCFF756SZH/	397536	ENCODE Processing Pipeline	d764749e11a97252ac8f631cac14f196		https://www.encodeproject.org/files/ENCFF489IWB/@@download/ENCFF489IWB.bed.gz				released	s3://encode-public/2020/12/04/62f33a32-72e1-41cf-ae78-f7a168aaf15e/ENCFF489IWB.bed.gz	ENCODE4 v1.6.1 GRCh38	released			
ENCFF226BZE	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000DKM	TF ChIP-seq	/human-donors/ENCDO000ACT/	EFO:0002782	H54	cell line	Homo sapiens										POLR2A-human	DNA						2011-03-17	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF356LFX/, /files/ENCFF243RDR/, /files/ENCFF171AIR/, /files/ENCFF949ZHJ/	329047	ENCODE Processing Pipeline	b663706fb15aa5ee7ae7dd0124c9d9b7		https://www.encodeproject.org/files/ENCFF226BZE/@@download/ENCFF226BZE.bed.gz				released	s3://encode-public/2020/12/27/a154505f-d1cb-4a90-ab76-650aebe2c9f1/ENCFF226BZE.bed.gz	ENCODE4 v1.6.1 GRCh38	released	low read length, low read depth, mild to moderate bottlenecking		
ENCFF416TFM	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR883UGG	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	insertion	{'schema_version': '14', 'aliases': ['michael-snyder:TS-602'], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/353274/'], '@type': ['Target', 'Item'], 'name': 'ZNF445-human', 'label': 'ZNF445', '@id': '/targets/ZNF445-human/', 'title': 'ZNF445 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': 'f4b10ff0-a421-4803-91db-adddecb2b681', 'status': 'released'}				ZNF445-human	DNA						2020-08-03	ENCODE		sonication (Bioruptor Pico)	250-450	1, 2	1_1, 2_1							/files/ENCFF120ZJY/, /files/ENCFF356LFX/, /files/ENCFF174OKT/, /files/ENCFF068TTP/	55990	ENCODE Processing Pipeline	5f67533d4ab8bcf95d67df4df86952aa		https://www.encodeproject.org/files/ENCFF416TFM/@@download/ENCFF416TFM.bed.gz				released	s3://encode-public/2020/07/01/c0c62e06-2145-4bda-b45c-547c6210560e/ENCFF416TFM.bed.gz	ENCODE4 v1.4.0 GRCh38	released	moderate library complexity, low read depth, mild to moderate bottlenecking		
ENCFF154VTV	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR590CNM	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										GATA4-human	DNA						2016-03-31	ENCODE		sonication (generic)		1, 2	1_1, 2_1							/files/ENCFF356LFX/, /files/ENCFF889XOV/, /files/ENCFF783MTI/, /files/ENCFF938TRX/, /files/ENCFF327RJS/	232905	ENCODE Processing Pipeline	6cebe45aa878554fb7a6be865c051c0e		https://www.encodeproject.org/files/ENCFF154VTV/@@download/ENCFF154VTV.bed.gz				released	s3://encode-public/2020/12/07/8a74108e-d83c-4af2-9717-a2c7f1e80324/ENCFF154VTV.bed.gz	ENCODE4 v1.6.1 GRCh38	released	borderline replicate concordance, low read depth, antibody characterized with exemption		
ENCFF451VTH	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR076KLJ	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/92822/'], '@type': ['Target', 'Item'], 'name': 'ZNF276-human', 'label': 'ZNF276', '@id': '/targets/ZNF276-human/', 'title': 'ZNF276 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': 'fed28560-e839-4f98-80f9-57750c1f4c67', 'status': 'released'}				ZNF276-human	DNA				formaldehyde		2020-07-08	ENCODE		sonication (generic)		1, 2	1_1, 2_1							/files/ENCFF855UPJ/, /files/ENCFF540TYN/, /files/ENCFF869LME/, /files/ENCFF356LFX/	189404	ENCODE Processing Pipeline	38fef201551d9f3b1982643fc2e0ee28		https://www.encodeproject.org/files/ENCFF451VTH/@@download/ENCFF451VTH.bed.gz				released	s3://encode-public/2020/07/06/e078ffe1-f689-40a0-bd50-16ea89c8a5f7/ENCFF451VTH.bed.gz	ENCODE4 v1.4.0 GRCh38	released	missing genetic modification reagents, low read depth, mild to moderate bottlenecking		
ENCFF385UIF	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	GRCh38	ENCSR734WFB	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	{'schema_version': '14', 'aliases': ['michael-snyder:TS-936'], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/90874/'], '@type': ['Target', 'Item'], 'name': 'ZNF697-human', 'label': 'ZNF697', '@id': '/targets/ZNF697-human/', 'title': 'ZNF697 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': 'ec5e0640-bb1a-4059-840d-a3d055652f50', 'status': 'released'}				ZNF697-human	DNA				formaldehyde		2020-07-08	ENCODE		sonication (generic)		1, 2	1_1, 2_1							/files/ENCFF657NDS/, /files/ENCFF028CZJ/, /files/ENCFF785XED/, /files/ENCFF356LFX/	277112	ENCODE Processing Pipeline	b266e019fddfc7373def064f85a573b5		https://www.encodeproject.org/files/ENCFF385UIF/@@download/ENCFF385UIF.bed.gz				released	s3://encode-public/2020/07/01/2572f151-c1d1-48d9-b709-cfc663e4e3b3/ENCFF385UIF.bed.gz	ENCODE4 v1.4.0 GRCh38	released	missing genetic modification reagents		
ENCFF482BEV	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR887TWV	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/22809/'], '@type': ['Target', 'Item'], 'name': 'ATF5-human', 'label': 'ATF5', '@id': '/targets/ATF5-human/', 'title': 'ATF5 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '1067cef9-71f5-4e85-a5aa-931ce47b04d8', 'status': 'released'}				ATF5-human	DNA				formaldehyde		2020-07-08	ENCODE		sonication (generic)		1, 2	1_1, 2_1							/files/ENCFF356LFX/, /files/ENCFF442TXQ/, /files/ENCFF855UPJ/, /files/ENCFF531GQB/	109747	ENCODE Processing Pipeline	d9a7a521a02ddf2564b3bd32c9cb4268		https://www.encodeproject.org/files/ENCFF482BEV/@@download/ENCFF482BEV.bed.gz				released	s3://encode-public/2020/07/01/692acc2a-2a3b-4c76-a719-89de77a81f7f/ENCFF482BEV.bed.gz	ENCODE4 v1.4.0 GRCh38	released	missing genetic modification reagents, low read depth, mild to moderate bottlenecking		
ENCFF341OLL	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR700PNE	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	{'dbxrefs': ['FactorBook:MAZ'], 'aliases': ['michael-snyder:TS-1819'], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/4150/'], '@type': ['Target', 'Item'], 'label': 'MAZ', 'title': 'MAZ (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': 'a84519a6-5cb1-4e81-aeac-a2a79bb66a6f', 'schema_version': '14', 'name': 'MAZ-human', '@id': '/targets/MAZ-human/', 'status': 'released'}				MAZ-human	DNA				formaldehyde		2020-07-01	ENCODE		sonication (generic)		1, 2	1_1, 2_1							/files/ENCFF772LQP/, /files/ENCFF522JVF/, /files/ENCFF528NNZ/, /files/ENCFF356LFX/	503695	ENCODE Processing Pipeline	24366c8f6288cda42abfc1a636b97ffa		https://www.encodeproject.org/files/ENCFF341OLL/@@download/ENCFF341OLL.bed.gz				released	s3://encode-public/2020/07/01/44582a19-6b76-499e-addf-ace688a00753/ENCFF341OLL.bed.gz	ENCODE4 v1.5.0 GRCh38	released	missing genetic modification reagents, low read depth, mild to moderate bottlenecking		
ENCFF825WJM	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR964ZJC	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	{'schema_version': '14', 'aliases': ['michael-snyder:TS-675'], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/284306/'], '@type': ['Target', 'Item'], 'name': 'ZNF547-human', 'label': 'ZNF547', '@id': '/targets/ZNF547-human/', 'title': 'ZNF547 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '5b883226-f300-4cde-916e-b2e7980297ea', 'status': 'released'}				ZNF547-human	DNA				formaldehyde		2020-08-28	ENCODE		sonication (generic)		1, 2	1_1, 2_1							/files/ENCFF016WME/, /files/ENCFF356LFX/, /files/ENCFF300XEW/, /files/ENCFF281ZIF/	360353	ENCODE Processing Pipeline	1e5180c0e380d1cb9bb8eb67675cdb8d		https://www.encodeproject.org/files/ENCFF825WJM/@@download/ENCFF825WJM.bed.gz				released	s3://encode-public/2020/08/21/790d9797-e6eb-434c-bff0-e20f0886431a/ENCFF825WJM.bed.gz	ENCODE4 v1.5.1 GRCh38	released	missing genetic modification reagents, mild to moderate bottlenecking		
